Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-50-5932-01A	0.0681133863624857	0	0.139470351949399	0.0564966341226651	0	0.182933870761605	7.82114603957402e-05	0	0.0231830333631038	0	0	0.0476219200888571	0.0293437261855416	0.0973847713796741	0.0227560893651842	0.212928981058329	0	0.0205048186049649	0.0852462321288926	0	0.011190945351206	0.00274702781769687	0.01	0.352488067760714	0.936409045946663
TCGA-50-5935-01A	0.0243539988315409	0.0118737368934332	0.0891656809050034	0.0484454339831271	0	0.266470498687859	0.04888372897527	0	0.0609641757070724	0	0.00670903147133621	0	0	0.152731365360419	0.0504384896324232	0.117220354629941	0.0469844021985496	0.0502335737611847	0.0227774150868249	0	0	0.00274811387601518	0.01	0.27781119013322	0.969623182755995
TCGA-50-5941-01A	0.107819587404271	0	0.0951011372884766	0.111483883471601	0	0.144472711634993	0.0601379543721695	0.0324983232618272	0.0319481786451424	0	0	0	0	0.0828167136847536	0.101920716706691	0.0894152099848423	0.0539239990438626	0.000215031208700804	0.0741682778891249	0	0	0.0140782754035447	0.01	0.358975581642969	0.933669170441015
TCGA-50-5942-01A	0.160677930091458	0	0.184233525492939	0.095976513367473	0	0.192940794406178	0.00842025950553095	0	0.0407261379860787	0	0	0.0123664253212218	0.030095576405283	0	0.0165220216519062	0.0511486780353689	0.0129246819247872	0.00987181365840803	0.18273605151564	0	0	0.00135959063772767	0	0.513946775566665	0.857902639218703
TCGA-50-5944-01A	0.0734353170326635	0	0.0666614878322609	0.0410464185987046	0	0.0681572302214821	0	0.00575918863865084	0.0173110850958041	0	0	0.0163354457122242	0.0353011509251789	0.0979604595007094	0.0324238365723981	0.309648692672928	0.0222014694153158	0	0.21303213967865	0	0.000726078103029833	0	0	0.369071264805543	0.929986010164486
TCGA-50-6593-01A	0	0.0585960328810075	0.0461795761570728	0.0254778690345318	0	0.0662332542936395	0.0102158339680489	0.0306205068636704	0.0163606635626661	0	0.00369166220541275	0	0.0304333091276806	0.311554501651223	0.0184063105153823	0.095080609086775	0.157409862814113	0.0149887917211216	0.0888967224208164	0	0	0.0258544936968382	0.01	0.235999254942912	0.995493943406096
TCGA-50-8457-01A	0.0853716087536895	0	0.30875926141745	0.113180570400898	0	0.142001734095596	0.000278124901672949	0.0173634251553044	0.037373802290812	0	0	0.0126348704195914	0.0360905192894584	0.0192769760765589	0.0426232288688038	0.064960007265418	0.0389007818325851	0	0.0811850892321612	0	0	0	0	0.564361189821659	0.825897957110309
TCGA-50-8459-01A	0.111624115455482	0	0.184691642407051	0.0578455071409774	0	0.084892764749971	0.0753205464556696	0	0.0444693122033364	0	0	0	0.0460075547635072	0.0683708930301326	0.0274529057304276	0.128701279063627	0.0958039734332207	0.00662700293833026	0.0375018729309798	0	0.00567966897512228	0.0250109607221656	0	0.480592121171885	0.878560259446363
TCGA-50-8460-01A	0	0.0392945581803307	0.195809059112511	0.0883282835499386	0	0.123865969344558	0	0.0279722769015201	0.0542884459205573	0	0	0.0319515941459276	0.070299906848163	0.0199471834286474	0	0.0546700328627248	0.0849374335948228	0.0564924052317502	0.152142850878548	0	0	0	0	0.371364178138103	0.928543919704733
TCGA-53-7626-01A	0.0816244333014567	0	0.139475309037318	0.129347933713816	0	0.219286668790491	0.0123967461734104	0.0442570670542283	0	0	0	0	0.0248557857684325	0.0602694112641514	0.0562934354286534	0.0812739790041556	0.0225635169248174	0.00941169404772749	0.0920538822425497	0.0168889173957524	0	0.0100012198530399	0	0.387149436274374	0.921831614754649
TCGA-53-7813-01A	0.107473003180272	0	0.427560095959633	0.141775021139025	0	0.0380706639310696	0.147871886866878	0.0258032568209271	0	0	0	0.00524833267569923	0.0134233177435316	0.024255100963557	0.0271774778114527	0.0120086675475999	0.000974532574881208	0.0102180539279095	0.0181405888575645	0	0	0	0	0.555169861565994	0.837107578555395
TCGA-55-1592-01A	0.0875707410353969	0	0.184665723299809	0.0458463073790412	0	0.109162462008811	0	0.00997890480997109	0.000185673025639435	0	0.0173264568844982	0	0.0364338939306753	0.204302465568717	0.0569642548415629	0.11216464293242	0.078876109008248	0	0.0279260709028525	0	0.0256231792352086	0.00297311513714922	0	0.468501114205793	0.883062875164545
TCGA-55-1594-01A	0.0579208722784668	0	0.161655177222894	0.106392415736311	0	0.156197900311134	0.0400776714024358	0.0268747969338811	0.0208974503324866	0	0.0193644933624076	0.00146401896160567	0	0.0914173910887022	0.0813276989059591	0.117579707698889	0.0743213888195908	0	0.0192962564745131	0	0	0.0252127604707242	0	0.38484126946739	0.922642719024176
TCGA-55-6543-01A	0.115087238017756	0	0.0977375430573609	0.0320817419566092	0	0.124959080723904	0	0.00709496721471212	0.0240537421713156	0	0	0.00496695808178242	0.0032466264429264	0.181787720943333	0.0354558488175174	0.233147072337898	0.00178660963048536	0.0300829762645735	0.076535153782947	0	0	0.0319767205568791	0	0.381226196341165	0.924743723382763
TCGA-55-6642-01A	0	0.0102310939005175	0.469764558763986	0.0928013736736372	0	0.0934672914797201	0.0790499246928902	0	0	0	0.0316142241171374	0	0	0.10532910796971	0.0185479195101972	0.057323097312877	0	0.0046199377767003	0.0342716312293619	0	0	0.00297983957326555	0	0.537688734861583	0.848169434304688
TCGA-55-6971-01A	0.0108783669230143	0.0171349662760695	0.183375008358268	0.071739829284635	0	0.191146895931908	0.0540346181268519	0.000219465129853745	0.0304661285055295	0	0	0.0414853980620993	0	0.127702219462814	0.0772800838856543	0.0832038581656721	0.0115471205050704	0.002300026494877	0.0742735866479504	0	0	0.0232124282397334	0	0.401814891954881	0.915046915131212
TCGA-55-6972-01A	0	0	0.300474319995995	0.16746665980735	0	0.096051595776853	0.0232532864744982	0.025884596119026	0	0.00345646662934634	0.0140774387371616	0.0586576022245998	0.00417674977094289	0.00643626224019911	0.0305644999598579	0.111277791902674	0.00532314983696588	0.0506344250038237	0.0617901704771856	0	0.0404749850435208	0	0.01	0.221165989389502	1.01058175992525
TCGA-55-6979-01A	0.0780005927170237	0	0.166686306384273	0.0799033468376072	0	0.137154066651219	0.0617773365185278	0.0508583526864548	0	0	0	0.0142292087824997	0.00934211110771836	0.11196298919583	0.0891548171429632	0.123148162958279	0.0235759586268522	0.000200183861629763	0.0461100367796747	0	0	0.00789652974944809	0	0.477730677184374	0.879320567942167
TCGA-55-6983-01A	0.0285005146127857	0.141610059162769	0.0656997260130951	0.138261518882074	0	0.205432701897143	0.00804785955720537	0.0207206376024355	0.0332063202650381	0	0	0.0152073086971072	0	0.178588472808255	0.0177902950621784	0.0685399381807125	0.0319346161423772	0.00636545368562231	0.0381283956049616	0	0	0.00196618182624036	0	0.369268571196628	0.931601144881604
TCGA-55-6987-01A	0.0312297358525517	0.0235808083549358	0.146024292366466	0.203366031644608	0	0.00998162039332028	0.157688019307688	0.0158304354538788	0.00955624952448484	0	0.0640166239533911	0	0.00941344679281789	0.11808002883517	0.110630394015837	0.0536931567824565	0.00180029206693639	0	0.0393690458894644	0	0	0.00573981876599428	0.01	0.368048217309387	0.931383932823071
TCGA-55-7281-01A	0.0330524042983627	0.00415934640962873	0.0434606659423393	0.0755671842303517	0	0.150946371302458	0.0374236638424506	0.021205165252015	0.0248803479175202	0	0.0254303373259325	0	0.0545284364002762	0.0951293622879235	0.0652927491019187	0.0688172491278184	0.211632308820062	0.0318362756239299	0.0296757756671621	0	0.0269623564498515	0	0.01	0.363357865736388	0.931001449878713
TCGA-55-7283-01A	0.00940141651465735	0	0.0163182550117014	0.140597893239321	0	0.225349675875367	0.0411552847492931	0	0.0042971847424863	0	0	0.0388203890308758	0.0250154085518293	0	0.049193231199255	0.1585215846744	0.063478206613409	0.0380716660214494	0.18697959872413	0	0	0.00280020505182507	0.01	0.24797992556822	0.980293030229052
TCGA-55-7284-01B	0.0873384355411066	0	0.041805565251691	0.0969172115311051	0	0.124244637210987	0	0.000785030634588735	0.0379566012025075	0	0	0.0413776726129765	0.0190875641196655	0.232912211609571	0.0417184843081107	0.138694569483697	0.0130634806487104	0	0.116293686432549	0	0.0078048494127333	0	0.01	0.317873973040488	0.952336799375382
TCGA-55-7573-01A	0.14203775623522	0	0.107426820805137	0.0863285354611981	0	0.179377143917738	0.022666918417336	0.0498499894476738	0.0505774635209387	0	0.00796140945219668	0.00659475170540685	0.0328656340074818	0.0570847255817115	0.0389752493504147	0.0645638474814599	0.0697509267241113	0	0.0839388278919752	0	0	0	0	0.460525655625253	0.887779367913134
TCGA-55-7574-01A	0.186081110571697	0	0.226294146616553	0.0797570476348554	0	0.212268359810979	0.0582051058261053	0	0	0	0.0103028699778957	0	0	0.08301385831608	0.0266960808272645	0.0586947267476038	0.008883456071218	0.012847913882485	0.0328163521180558	0	0	0.0041389715992074	0	0.556987153251169	0.830885631873953
TCGA-55-7724-01A	0.010734663182579	0.00851261960086258	0.0759978386619556	0.00524516908113769	0	0.21532939925143	0.0383396604194374	0.0340005911583696	0	0.024870507467232	0.00628937298579121	0	0	0.0792005080821942	0.101946362156148	0.15143846220142	0.0901358686719313	0.0177283292835866	0.105320003348153	0	0.0109376062739661	0.0239730381738061	0.01	0.225531477709984	0.985605547043857
TCGA-55-7725-01A	0.0744518366890278	0	0.0157495390729289	0.0617382897394317	0	0.248959439972241	0.0568641633013281	0.0494180427595312	0	0.052593110174361	0	0	0	0.0904584699249201	0.106556212237011	0.0930651260871692	0.044883525206883	0.0160737952181985	0.0745747089009377	0	0.0105765976162595	0.00403714309977194	0.01	0.338800336010428	0.943120435611141
TCGA-55-7727-01A	0.137852599220742	0	0.072825993421685	0.0874197053249627	0	0.270212877206243	0.0608618616267967	0.0174088900188215	0	0	0.00972645225149783	0	0	0.0581436142411736	0.0733776999340473	0.130965981515597	0.035002287987404	0.0140983750289157	0.0321036622221132	0	0	0	0.01	0.355928440703724	0.936175744743617
TCGA-55-7728-01A	0.030795949903933	0.049885457729169	0.0460433408711885	0.0494815031237817	0	0.0250167943217003	0	0.0197291075911112	0.0781587987509027	0.00383231774072121	0	0	0	0.468135425546872	0.0255156263504558	0.182512351598474	0	0	0.0208933264716906	0	0	0	0	0.429988556164656	0.911703502779141
TCGA-55-7815-01A	0.0423395244395438	0	0.0209371719534317	0.044684240802489	0	0.354922635828696	0.0722284219647895	0	0	0.00773070195693148	0	0	0.0066384727804558	0.0931524757714352	0.0357419350387575	0.187334259662861	0.0791726277380271	0.0203796065529561	0.0267276827876821	0	0	0.00801024272194428	0.0600000000000001	0.125749147102109	1.03294267815083
TCGA-55-7816-01A	0.00806965379851064	0	0.0293867242195416	0.114961328331953	0	0.127456536221802	0.006253646421265	0	0.0172305672165551	0	0	0.0161241323643127	0.120015528662361	0	0.129829505554391	0.315839199181793	0.0330603306734662	0	0.0802430640952628	0	0	0.00152978325878636	0.01	0.320144328271058	0.952120278088779
TCGA-55-7914-01A	0.0805090525168581	0	0.353728315221601	0.102595349739286	0	0.118026762477434	0.0292379217716261	0.0161579957388488	0.0313186468984019	0.000346694814016989	0	0.00116559689641296	0	0.0450869829486218	0.0734809791452031	0.0705513443744707	0	0	0.0768415419658729	0	0	0.000952815491346142	0	0.507345561714721	0.862699036259274
TCGA-55-7994-01A	0.017257048346142	0.00670111529322542	0.0223226397925239	0.194167198475667	0	0.0229393632193747	0.0619342548399062	0.0424826682833222	0.0370140433014488	0	0.0554702050616794	0.00368361410914443	0	0.167018373338953	0.119396535378838	0.166976829817115	0.0246419397376098	0.0157001770679468	0.0422939939371035	0	0	0	0.01	0.320913889116581	0.953594164503226
TCGA-55-8085-01A	0.131193696174203	0	0.150388100051027	0.129147191566649	0	0.0710705234976326	0.0648930204968167	0.0343440326471015	0.0615405503633294	0	0.00582153293306355	0.0110363000255909	0.0266350977619334	0.124518681690116	0.0664415476835131	0.0589155811679031	0.0226036750439812	0.0179838858435664	0.0190640514205635	0	0	0.00440253163301043	0	0.499849036230451	0.867183953599789
TCGA-55-8087-01A	0	0.0159844995874641	0.0174722702704206	0.0255075578873221	0	0.12149852787039	0	0	0.0286168842375841	0	0	0.0285444250278967	0.015987820039651	0	0.0156535634077117	0.0786954860032123	0.462423416751122	0	0.176891325308229	0	0	0.0127242236089968	0.01	0.327257023265618	0.951757587053469
TCGA-55-8091-01A	0.0974361771418938	0	0.15759883936104	0.0391952162134544	0	0.172995783373016	0.0154135290878575	0	0.0391665323225433	0	0	0.0342522604700985	0.015021092835574	0.0531056209458982	0.0681543201041891	0.138558954917226	0.0615291701437011	0	0.0939041838426833	0	0	0.0136683192408249	0	0.442140538999217	0.89676095446616
TCGA-55-8097-01A	0.135518799737809	0	0.11635916793348	0.0928951907705351	0	0.203980005697535	0	0.00425297884006068	0.0509509543385819	0	0	0.0361348530814256	0.0304982567994138	0	0.00480019928120176	0.0817505907459003	0.0553533105081121	0.021009025219017	0.162813011720176	0	0	0.00368365532675166	0	0.444509624814026	0.895231764160328
TCGA-55-8203-01A	0.103973793126789	0	0.394877451643253	0.0790179484356829	0	0.101658027469157	0.0331027953670813	0.0254167381698379	0.0235155350081603	0	0	0.00575298063508723	0	0.0930212491474576	0.0469364288875296	0.0480019798132496	0.0169344325238183	0	0.0198228667334417	0	0	0.00796777303945444	0	0.599821286351644	0.799525490172084
TCGA-55-8205-01A	0.0685974989368906	0	0.0892677749810526	0.164148399320896	0	0.11052803536183	0.0694843502761401	0.0455089882373034	0	0	0	0.0341208314225244	0.0268877596658709	0.0500142602102528	0.0674518300097973	0.196457357003171	0.0505998281004039	0	0.00672332808709059	0	0.0156559540282015	0.00455380435857601	0.01	0.362323659913702	0.932117033810194
TCGA-55-8206-01A	0.039509083649189	0	0.0853561454358613	0.0386854496758764	0	0.143312996277867	0.00424778793084579	0.0132131428763228	0.0132886152714595	0	0	0.0171739317809341	0.219088293960177	0	0	0.0717069509957494	0.163017612848183	0.0177886198591217	0.142990591423028	0	0.0306207780153846	0	0.01	0.349294138285714	0.93704730367887
TCGA-55-8207-01A	0.0831082313485793	0	0.0267267869857354	0.0613064754031553	0	0.189272494140842	0	0.0094863602340715	0.0145847811481894	0	0	0.00524643056463843	0.0301619824011571	0.139343991785281	0.0141741913450289	0.145091388830877	0.126976003817975	0.0213156609722851	0.11200919942776	0	0.0163398987309684	0.00485612286345534	0.01	0.338758490182418	0.941467527029788
TCGA-55-8208-01A	0.0622445411699404	0	0.235540522808231	0.0702941954664158	0	0.0925362649457575	0.0385104041043323	0.0259109771299259	0.0328987235537576	0	0.00122867887863833	0.0113568392991609	0	0.153705768921988	0.0863392416158643	0.102612044075492	0.022562605455104	0	0.0453959892505989	0	0	0.0188632033247926	0	0.541176304096175	0.84403846037235
TCGA-55-8508-01A	0.101239207450775	0	0.547195573493398	0.00822301628474485	0	0.0132046498454929	0.0721246810961667	0	0	0.00257385971527415	0.0359289952409305	0	0	0.140521583835107	0.00905495681078259	0.0381688526038233	0	0	0	0.0178087709081812	0	0.0139558527153231	0	0.58684499307053	0.829897816854862
TCGA-55-8510-01A	0.0802278184356362	0	0.108362298814488	0.104844996286916	0	0.0943810928747164	0.016549366698905	0.0298338689324528	0.0383051411383024	0	0	0.0175239885018205	0.0095346369837295	0.0933950138962924	0.0830881752977506	0.162777112673935	0.0491392946215823	0	0.102289580944327	0	0	0.00974761389914621	0	0.42453940157498	0.905021722615951
TCGA-55-8511-01A	0.161317949420373	0	0.234739183960131	0.0984120223839499	0	0.0750602464203029	0.0373250465815088	0.0200698789800037	0.00967752400126111	0	0	0.0555994653819934	0	0.0753261212738803	0.0828531569274598	0.0811278015035606	0.00791560533147211	0	0.0557640723160058	0	0	0.00481192551809763	0	0.588017687368628	0.812115426086577
TCGA-55-8512-01A	0.107318629580474	0	0.1083786581062	0.0977004167769501	0	0.148871449828028	0	0	0	0	0.0196368231572485	0.0409388020969363	0.0678908241160349	0.112018002671414	8.54372538075436e-05	0.146529298188536	0	0.0431538968954192	0.0424462573425917	0	0.00703109955027117	0.058000404436089	0.01	0.204523178098002	0.998923468367502
TCGA-55-8513-01A	0.0224436608938395	0.0603175713088974	0.0889756450485032	0.017030996385942	0	0.0949972326404193	0	0.0184063118691965	0.0416014472759841	0	0.0206571912741139	0	0.00642960543478296	0.193042493743136	0.0229412897046226	0.253748811202671	0.0782382651271399	0.0199792876988911	0.0536325747003487	0	0.00042014501409591	0.00713747067741594	0	0.386790161652473	0.922516204451267
TCGA-55-8514-01A	0.0397583952161203	0	0.133807991945155	0.0593977873106173	0	0.193002187272785	0	0.00657594492875022	0	0	0.0671529116461341	0.0152345982321326	0.0590669036106728	0.0297760697512893	0.063713807042455	0.246516012547189	0.0379903843927572	0.0174489756370774	0.0109767682075178	0	0.0195812622593466	0	0.01	0.354369894638696	0.935459869756974
TCGA-55-8616-01A	0.199449161595886	0	0.211368600275661	0.100288798101661	0	0.214542212413769	0.0137885358069771	0	0.0259812202200928	0.0057253748782249	0	0	0.00233891753242588	0.0227999327620787	0.0154970169705581	0.108300153995992	0	0.0196831419483601	0.0556308612205042	0.00158767051078385	0	0.00301840176702502	0	0.577706257438368	0.817568731398034
TCGA-55-8619-01A	0.0561039403223143	0.0297106894260743	0.0874706279647861	0.11850291802255	0	0.175116929773531	0.000407628475494182	0	0.0626088168312408	0	0	0.00012311668849901	0.0163873423541648	0.117707968212924	0.0229677104642585	0.124482920109967	0.0351656718234658	0.00967609914668566	0.118384842805209	0	0	0.0251827775788343	0.01	0.346956339198452	0.938435839761487
TCGA-55-8621-01A	0.0914135853081143	0	0.202645974815288	0.0641561225206352	0	0.104535671109117	0.0174648756143832	0	0.00928871511546313	0	0	0.0372864292385559	0.0163819895637962	0.0909697829938017	0.0602768571837816	0.116254388417578	0.0482445248456336	0	0.128464776436392	0	0	0.0126163068374614	0	0.581606999671368	0.827198729806595
TCGA-55-A48X-01A	0.0223194427033341	0.236672759787169	0.101284838169645	0.068438238826575	0	0.186906859104083	0.0136379081898153	0.00155981799275732	0.0700102465056186	0	0	0.0102963143264535	0	0.104974988855838	0.0278489380760471	0.0597237739788674	0.0236288595201728	0	0.066437098500584	0	0	0.0062599154630393	0	0.495049002514841	0.868803133735087
TCGA-55-A48Y-01A	0.0630339751920682	0	0.214798092863524	0.0563784099237721	0	0.122268262447913	0.0366465513260256	0.017219752998223	0.0159367653969331	0.00338340037747703	0	0.012801182744253	0	0.284315616071942	0.0428276462096817	0.080864687416557	0	0	0.0294580462122527	0	0	0.0200676108193778	0	0.425657596522559	0.905727660394415
TCGA-55-A491-01A	0.17204762357498	0	0.258652018319152	0.0469988459981626	0	0.107865175424152	0.0126015930231372	0.0189457042760332	0.0250441220012334	0	0	0.0291225044367175	0.00537950235341074	0.167416891172733	0.0631559773554116	0.0546010356624234	0	0	0.0381690064024534	0	0	0	0	0.570460558641982	0.821434985823957
TCGA-55-A4DG-01A	0.17223572008384	0	0.323897464006408	0.100132903845	0	0.166533600273145	0.0120517366122754	0.0116201122747577	0	0	0	0.00360767359761151	0.00700249605031589	0.041288974190859	0.0368077826866687	0.0725034476833657	0.00587554151484687	0.00600251544834194	0.0387983873393766	0	0	0.00164164439318729	0	0.642383320173624	0.767476384002638
TCGA-55-A57B-01A	0.00765547967065015	0.0156118444420518	0	0.0239667470166668	0	0.219247426906318	0.00833470234036759	0.0154277954329406	0.0304016976966767	0	0	0.0241336308849534	0.0086918598885319	0.058509181820032	0.016532288129056	0.148235828792691	0.236860154029225	0.063716020016165	0.101207016443888	0	0.0088377454100624	0.0126305810797236	0.01	0.243042338379138	0.981273135503504
TCGA-62-8395-01A	0.179564673630709	0	0.245380294672636	0.0726225291266592	0	0.119384328603047	0.00111758685854306	0.0218660805449328	0.00260116621500451	0	0	0.0071727833123861	0.0207515686455016	0.0867826537846186	0.0297567604556714	0.119523764380859	0.0280740451650492	0	0.0618040763249142	0	0.00359768827946888	0	0	0.585867480289568	0.813181322527999
TCGA-62-8397-01A	0.00704123120630912	0.00888871965353126	0.137764998858266	0.0291477056648771	0	0.153730277365246	0	0	0.0223760571698414	0	0	0.0197017759877776	0.0840689196118629	0.0459622106651155	0	0.142561476953824	0.157619001173837	0.0117592358776802	0.179378389811832	0	0	0	0.01	0.331764640938788	0.944344557777647
TCGA-62-8399-01A	0.133543414232887	0	0.145497284653781	0.0757034495275112	0	0.171892866866593	0.0588511244041457	0.0329147773078545	0.0113916196896797	0	0	0	0.0657594172875588	0	0.0202142881908395	0.0794820091038634	0	0.0550848434070185	0.0815640101753875	0.00426333967648835	0.0399413409743091	0.0238962145020824	0	0.405477004565433	0.913331134423553
TCGA-62-A46S-01A	0.129731922374842	0	0.348524021510767	0.0681542145522543	0	0.106797851613838	0.0129178454437292	0.0106334680888465	0.0203680740502067	0	0.0166685880151055	0	0.0118791006159215	0.044100449735597	0.0596223078931712	0.0676514628217841	0.0606811581508442	0.00142299706046855	0.0274564106978754	0	0.00353757964344265	0.00985254773130631	0	0.64936703432267	0.763429847002554
TCGA-62-A46V-01A	0.0264524649570656	0	0.0125225184321237	0.021494654385067	0	0.168594622712207	0	0	0	0	0	0.0268603400437071	0.0174567780513577	0.0966006550844039	0	0.190453050289782	0.171796142226428	0.0970270005846329	0.170741773233225	0	0	0	0.01	0.275209344528374	0.96876822398267
TCGA-62-A46Y-01A	0.0186525127200807	0.00970842125959869	0.0422130576796964	0.101968319120898	0	0.143327278177542	0.00593047641084287	0.050178195687909	0.0214195384868337	0	0	0.0124892018791622	0.0480940537590264	0.0755340829236341	0.0671302347903393	0.154710382715989	0.183151296761092	0	0.0610732120170803	0	0	0.00441973561027546	0.03	0.153602046693619	1.01448731749434
TCGA-64-1680-01A	0.0647459373987548	0	0.120504892180116	0.0384682921988196	0	0.182878337150013	0.0208486402464975	0	0	0	0.0379900323698233	0	0.0150073637401504	0.0183769972915638	0.0282810923648492	0.157755737719071	0.0116955178336462	0.0163718615189656	0.281446372457746	0	0	0.00562892552998359	0.01	0.269954549485806	0.971475020270712
TCGA-64-1681-01A	0.000324281614087565	0.0557538425688352	0.0473036915221786	0.0132550715732365	0	0.16400610417207	0	0.0239150755581621	0.019447233892935	0	0	0.0113483295166476	0.0106480211112868	0.121506638482688	0.127065012800491	0.043270365269726	0.241940707458082	0.0163014377110257	0.103914186748548	0	0	0	0.01	0.327344834829449	0.947555870923574
TCGA-64-5778-01A	0.0822995378860635	0	0.124926719921216	0.229403272500883	0	0.0534141634256097	0.110729910901138	0.0281339281301599	0.0557908584543617	0.0116715261837751	0	0	0	0.0683300200440419	0.130014777493099	0.0783370905904208	0	0	0.0269481944692315	0	0	0	0	0.378256405887283	0.92862056373171
TCGA-64-5779-01A	0.02487990347023	0	0.459330122502064	0.110333570437018	0	0.167165786224186	0.0511828246754472	0.00319634431887715	0	0.021846309018869	0	0	0	0.0387157693725168	0.0610745759257612	0.0433662297293899	0	0	0	0.0119702914659555	0	0.00693827285968602	0	0.546459810835653	0.842720765934791
TCGA-67-3770-01A	0.066011738370473	0	0.0566406463092019	0.0483598455543429	0	0.221642995630764	0.0200268758514012	0.0213568717959676	0	0.0854398689416581	0	0	0	0.0631502963523259	0.0567379982524124	0.188999528777799	0.024345936966973	0.044935357048384	0.0801360548139483	0	0.000128371002821567	0.0220876143315277	0	0.40993253629208	0.91132969152373
TCGA-67-3772-01A	0.030679797972735	0	0.260207274744565	0.0657398025501517	0	0.124173283154001	0.00767193754126198	0	0	0	0	0	0.0151547409433397	0.0252139244244366	0.0299896517791471	0.11511673309075	0.200509223625525	0.0281412070088815	0.0898604777892465	0	0	0.00754194537595884	0	0.444056663599202	0.89549590291072
TCGA-67-3773-01A	0.0823066859540002	0	0.0973632019928063	0.0741820385603542	0	0.178949150781288	0.0205441152261083	0.0326609564197122	0.0239441215507099	0	0.00679577257678452	0	0.00366881836402139	0	0.0734137759748991	0.135110545115543	0.150160190115243	0	0.111073371826699	0	0.00264060304650946	0.00718665249532131	0	0.397230808487322	0.916963792365166
TCGA-67-3774-01A	0.120491099383791	0	0.180558427053339	0.0759449122802674	0	0.207738343393234	0	0	0.00385050765026574	0	0	0.0514115304092993	0.0217023355358682	0.0271269451127672	0.0511210957309678	0.114867273135853	0.020292064158767	0.0199125560415533	0.0908713766130017	0	0	0.0141115335010263	0	0.491335967616923	0.871507003478438
TCGA-67-4679-01B	0.043758260295386	0	0.0219166347089452	0.0841656756789829	0	0.164215757740137	0	0.00590859970135213	0.000240097914651453	0	0	0.0308335793560435	0.0788100195495298	0	0.0196019567244363	0.0417614865418956	0.186369719048293	0.0086740398397306	0.291387710659676	0	0.0157988253950751	0.00655763684586463	0	0.389354520766967	0.920867506713099
TCGA-67-6215-01A	0	0.0495303490896767	0.0341438192791294	0.0475657523096802	0	0.145708191635893	0.0232861142198785	0	0.0266081050044648	0	0.052388653367657	0	0.0300131667198132	0.090224527083841	0	0.211502645085239	0.0989044180496021	0.0325407337028146	0.151495927354409	0	0	0.00608759709790088	0.01	0.188266498827397	0.998824974157161
TCGA-67-6217-01A	0.0158219135402388	0.0258888948434046	0.139203970064862	0.148116686443342	0	0.206189675332444	0.0351879117958883	0	0.0393771383270179	0	0.0145784434600547	0	0.015646323085438	0.0106689960321745	0.0522180729311762	0.058675438309502	0.149456566537163	0.0216636545457752	0.0592343714209499	0	0	0.00807194333056988	0.01	0.356525293957967	0.935008040892754
TCGA-69-7761-01A	0	0.0196342311497368	0.231835831276085	0.128100513508198	0	0.21054035372263	0.0618530312775841	0	0.0116523221444871	0	0.00604116590281751	0	0	0.107160451316553	0.0731414776172564	0.0609862945037198	0.0167470886521344	0.000986603485718126	0.0589623753409829	0	0	0.012358260102097	0	0.402188277282168	0.916126630563554
TCGA-69-7763-01A	0.165872615304746	0	0.223759806433238	0.0685459678012952	0	0.16666901527382	0	0.00636772759355005	0.0330025160198125	0	0.00143521505972839	0.0198987611697899	0.0213068883234157	0.0839513969011241	0.00973999082530781	0.12155960906944	0	0.0220816378505866	0.0520611461867552	0	0.00165124334215586	0.0020964628452337	0	0.511454782729381	0.858729812808084
TCGA-69-7764-01A	0.190401773385674	0	0.198262320428136	0.13280770493642	0	0.270069031823015	0.00231159844468341	0	0.00464354429355566	0	0	0.0264752570543636	0.0102190565855412	0.0520325618958914	0.044828322085431	0.0415684963038079	0	0.0110532837302708	0.0153270490332094	0	0	0	0	0.46332919417731	0.888110387505866
TCGA-69-7765-01A	0.122435881427843	0	0.223904021397966	0.0732211428375939	0	0.133816098017298	0.0407110681547141	0	0.00117390151625028	0	0.0443247019790425	0	0.00409305886603782	0.0698417796699821	0.0553850618275271	0.0349255439508929	0.13376291076865	0.0286319694189695	0.0296635020906326	0	0	0.00410935807659893	0	0.497506696198091	0.867363247979128
TCGA-69-7973-01A	0.0814861697704882	0	0.123782760257921	0.110833143820204	0	0.174681831883888	0.110406129193595	0	0.0167980139643126	0	0	0.00515121453431521	0.00922237098976868	0.0391104216934118	0.0267601667098967	0.135369780641432	0.000341939266074359	0.0211638089178472	0.134893317013678	0	0	0.00999893134316764	0.01	0.336724197657754	0.94273020002696
TCGA-69-7980-01A	0	0.0165205094762523	0.0400946715985099	0.17105424972159	0	0.169966173350548	0.0812311898578575	0.0616358823289094	0.0412585866413227	0	0.00875734389449099	0	0.0331590761011355	0.0460364620918509	0.111120723937654	0.146864936054224	0.000760570152427798	0.00176869353088947	0.0582228825000677	0	0	0.0115480487622706	0.01	0.249805880878422	0.985059889816582
